ID,Name,Class,Type,CD,Region,Parent,Slug,Lat,Lng,CoordSrc,Pop2021,Pop2016,Dwellings2021,LandKm2,PopSrc,DistWinnipegKM,DistBrandonKM,Score,Gate,DeferReason
MB-UNP-oak-river,"Oak River",COMMUNITY,"Local Urban District",15,Westman,,oak-river,50.13583,-100.43000,CGN,,,,,"",237,47,35.6,DEFER,"no grounded population"
MB-UNP-ostenfeld,"Ostenfeld",COMMUNITY,"Unincorporated Community",02,Eastman,,ostenfeld,49.80250,-96.48056,CGN,,,,,"",48,249,35.6,DEFER,"no grounded population"
MB-UNP-oswald,"Oswald",COMMUNITY,"Unincorporated Community",14,Interlake,,oswald,50.21056,-97.55167,CGN,,,,,"",46,176,35.6,DEFER,"no grounded population"
MB-UNP-paradise-village,"Paradise Village",COMMUNITY,"Unincorporated Community",02,Eastman,,paradise-village,49.67167,-96.57500,CGN,,,,,"",47,243,35.6,DEFER,"no grounded population"
MB-UNP-petersfield,"Petersfield",COMMUNITY,"Community",13,Interlake,,petersfield,50.30444,-96.96861,CGN,,,,,"",47,219,35.6,DEFER,"no grounded population"
MB-UNP-sebright,"Sebright",COMMUNITY,"Unincorporated Community",12,Eastman,,sebright,50.07750,-96.56722,CGN,,,,,"",46,243,35.6,DEFER,"no grounded population"
MB-UNP-st-eustache,"St. Eustache",COMMUNITY,"Community",10,Central Plains,,st-eustache,49.97528,-97.78000,CGN,,,,,"",47,156,35.6,DEFER,"no grounded population"
MB-UNP-ste-genevieve,"Ste-Geneviève",COMMUNITY,"Unincorporated Community",02,Eastman,,ste-genevieve,49.74361,-96.52417,CGN,,,,,"",47,246,35.6,DEFER,"no grounded population"
MB-UNP-stockton,"Stockton",COMMUNITY,"Community",04,Pembina Valley,,stockton,49.58944,-99.45306,CGN,,,,,"",170,46,35.6,DEFER,"no grounded population"
MB-UNP-walkleyburg,"Walkleyburg",COMMUNITY,"Unincorporated Community",13,Interlake,,walkleyburg,50.19611,-96.71389,CGN,,,,,"",45,234,35.6,DEFER,"no grounded population"
MB-4622055,"God's River 86A",CSD,"Indian Reserve",22,Northern Manitoba,,god-s-river-86a,,,,809,628,170,2.35,"StatCan 98-10-0002",,,35.5,DEFER,"no verified coordinates"
MB-UNP-algar,"Algar",COMMUNITY,"Unincorporated Community",06,Westman,,algar,49.73583,-100.62139,CGN,,,,,"",251,50,35.5,DEFER,"no grounded population"
MB-UNP-aubigny,"Aubigny",COMMUNITY,"Community",03,Pembina Valley,,aubigny,49.45806,-97.24583,CGN,,,,,"",49,199,35.5,DEFER,"no grounded population"
MB-UNP-basswood,"Basswood",COMMUNITY,"Community",07,Westman,,basswood,50.30139,-100.03361,CGN,,,,,"",211,51,35.5,DEFER,"no grounded population"
MB-UNP-benard,"Bénard",COMMUNITY,"Community",10,Central Plains,,benard,49.91583,-97.84667,CGN,,,,,"",51,151,35.5,DEFER,"no grounded population"
MB-UNP-cardale,"Cardale",COMMUNITY,"Community",15,Westman,,cardale,50.23667,-100.32111,CGN,,,,,"",230,51,35.5,DEFER,"no grounded population"
MB-UNP-carey,"Carey",COMMUNITY,"Community",02,Eastman,,carey,49.44278,-97.05083,CGN,,,,,"",51,214,35.5,DEFER,"no grounded population"
MB-UNP-clear-springs,"Clear Springs",COMMUNITY,"Unincorporated Community",02,Eastman,,clear-springs,49.56028,-96.68361,CGN,,,,,"",50,237,35.5,DEFER,"no grounded population"
MB-UNP-elgin,"Elgin",COMMUNITY,"Local Urban District",07,Westman,,elgin,49.44389,-100.26917,CGN,,,,,"",231,50,35.5,DEFER,"no grounded population"
MB-UNP-fannystelle,"Fannystelle",COMMUNITY,"Community",10,Central Plains,,fannystelle,49.74472,-97.77778,CGN,,,,,"",49,156,35.5,DEFER,"no grounded population"
MB-UNP-franklin,"Franklin",COMMUNITY,"Community",15,Westman,,franklin,50.24417,-99.66472,CGN,,,,,"",184,49,35.5,DEFER,"no grounded population"
MB-UNP-gregg,"Gregg",COMMUNITY,"Community",07,Westman,,gregg,49.97944,-99.29639,CGN,,,,,"",155,49,35.5,DEFER,"no grounded population"
MB-UNP-hallboro,"Hallboro",COMMUNITY,"Community",15,Westman,,hallboro,50.14639,-99.44833,CGN,,,,,"",167,49,35.5,DEFER,"no grounded population"
MB-UNP-hilton,"Hilton",COMMUNITY,"Community",04,Pembina Valley,,hilton,49.50611,-99.52500,CGN,,,,,"",177,49,35.5,DEFER,"no grounded population"
MB-UNP-hochstadt,"Hochstadt",COMMUNITY,"Unincorporated Community",02,Eastman,,hochstadt,49.47417,-96.87278,CGN,,,,,"",51,225,35.5,DEFER,"no grounded population"
MB-UNP-kenton,"Kenton",COMMUNITY,"Local Urban District",06,Westman,,kenton,49.98750,-100.61417,CGN,,,,,"",249,50,35.5,DEFER,"no grounded population"
MB-UNP-libau,"Libau",COMMUNITY,"Community",13,Interlake,,libau,50.26889,-96.71917,CGN,,,,,"",51,235,35.5,DEFER,"no grounded population"
MB-UNP-lydiatt,"Lydiatt",COMMUNITY,"Unincorporated Community",12,Eastman,,lydiatt,49.98917,-96.45167,CGN,,,,,"",50,251,35.5,DEFER,"no grounded population"
MB-UNP-margaret,"Margaret",COMMUNITY,"Local Urban District",05,Westman,,margaret,49.40556,-99.85583,CGN,,,,,"",203,50,35.5,DEFER,"no grounded population"
MB-UNP-mctavish,"McTavish",COMMUNITY,"Community",03,Pembina Valley,,mctavish,49.45889,-97.36889,CGN,,,,,"",51,191,35.5,DEFER,"no grounded population"
MB-UNP-meadow-lea,"Meadow Lea",COMMUNITY,"Unincorporated Community",14,Interlake,,meadow-lea,50.12306,-97.73417,CGN,,,,,"",50,161,35.5,DEFER,"no grounded population"
MB-UNP-minto,"Minto",COMMUNITY,"Local Urban District",05,Westman,,minto,49.40750,-100.02111,CGN,,,,,"",214,49,35.5,DEFER,"no grounded population"
MB-UNP-silver-plains,"Silver Plains",COMMUNITY,"Community",03,Pembina Valley,,silver-plains,49.45861,-97.29583,CGN,,,,,"",50,196,35.5,DEFER,"no grounded population"
MB-UNP-st-raymond,"St. Raymond",COMMUNITY,"Unincorporated Community",02,Eastman,,st-raymond,49.61806,-96.58806,CGN,,,,,"",50,243,35.5,DEFER,"no grounded population"
MB-UNP-vivian,"Vivian",COMMUNITY,"Community",12,Eastman,,vivian,49.88472,-96.45750,CGN,,,,,"",49,250,35.5,DEFER,"no grounded population"
MB-UNP-wellwood,"Wellwood",COMMUNITY,"Community",07,Westman,,wellwood,50.03972,-99.33222,CGN,,,,,"",158,49,35.5,DEFER,"no grounded population"
MB-UNP-woodroyd,"Woodroyd",COMMUNITY,"Unincorporated Community",14,Interlake,,woodroyd,50.27583,-97.48306,CGN,,,,,"",49,182,35.5,DEFER,"no grounded population"
MB-4609030,"Long Plain",CSD,"First Nation Administrative Location",09,Central Plains,,long-plain,49.85661,-98.46517,CGN,5,0,1,1.16,"StatCan 98-10-0002",95,106,35.4,DEFER,"score < 50"
MB-4619072,"Shoal River Indian Reserve 65A",CSD,"Indian Reserve",19,Northern Manitoba,,shoal-river-indian-reserve-65a,,,,759,810,221,3.75,"StatCan 98-10-0002",,,35.4,DEFER,"no verified coordinates"
MB-UNP-bethany,"Bethany",COMMUNITY,"Community",15,Westman,,bethany,50.31250,-99.75000,CGN,,,,,"",192,54,35.4,DEFER,"no grounded population"
MB-UNP-brumlie,"Brumlie",COMMUNITY,"Unincorporated Community",15,Westman,,brumlie,50.24917,-100.39444,CGN,,,,,"",236,55,35.4,DEFER,"no grounded population"
MB-UNP-cromwell,"Cromwell",COMMUNITY,"Unincorporated Community",12,Eastman,,cromwell,50.12056,-96.49694,CGN,,,,,"",52,249,35.4,DEFER,"no grounded population"
MB-UNP-deleau,"Deleau",COMMUNITY,"Community",06,Westman,,deleau,49.58111,-100.57528,CGN,,,,,"",249,54,35.4,DEFER,"no grounded population"
MB-UNP-dunrea,"Dunrea",COMMUNITY,"Local Urban District",05,Westman,,dunrea,49.40583,-99.73083,CGN,,,,,"",194,52,35.4,DEFER,"no grounded population"
MB-UNP-giroux,"Giroux",COMMUNITY,"Community",02,Eastman,,giroux,49.57444,-96.56722,CGN,,,,,"",54,245,35.4,DEFER,"no grounded population"
MB-UNP-hartney-junction,"Hartney Junction",COMMUNITY,"Unincorporated Community",04,Pembina Valley,,hartney-junction,49.45306,-99.49389,CGN,,,,,"",176,55,35.4,DEFER,"no grounded population"
MB-UNP-hummerston,"Hummerston",COMMUNITY,"Unincorporated Community",15,Westman,,hummerston,50.11667,-99.31139,CGN,,,,,"",157,55,35.4,DEFER,"no grounded population"
MB-UNP-melbourne,"Melbourne",COMMUNITY,"Unincorporated Community",07,Westman,,melbourne,49.87333,-99.18917,CGN,,,,,"",147,55,35.4,DEFER,"no grounded population"
MB-UNP-netley,"Netley",COMMUNITY,"Community",13,Interlake,,netley,50.35833,-96.95722,CGN,,,,,"",53,221,35.4,DEFER,"no grounded population"
MB-UNP-ninette,"Ninette",COMMUNITY,"Local Urban District",05,Westman,,ninette,49.40000,-99.62861,CGN,,,,,"",188,55,35.4,DEFER,"no grounded population"
MB-UNP-nourse,"Nourse",COMMUNITY,"Unincorporated Community",12,Eastman,,nourse,49.88528,-96.38389,CGN,,,,,"",54,256,35.4,DEFER,"no grounded population"
MB-UNP-oakner,"Oakner",COMMUNITY,"Community",15,Westman,,oakner,50.09000,-100.58889,CGN,,,,,"",248,53,35.4,DEFER,"no grounded population"
MB-UNP-rosengard,"Rosengard",COMMUNITY,"Unincorporated Community",02,Eastman,,rosengard,49.46556,-96.79306,CGN,,,,,"",54,231,35.4,DEFER,"no grounded population"
MB-UNP-rosenort,"Rosenort",COMMUNITY,"Local Urban District",03,Pembina Valley,,rosenort,49.45861,-97.43417,CGN,,,,,"",53,186,35.4,DEFER,"no grounded population"
MB-UNP-ross,"Ross",COMMUNITY,"Community",02,Eastman,,ross,49.76056,-96.43306,CGN,,,,,"",53,253,35.4,DEFER,"no grounded population"
MB-UNP-st-ouens,"St. Ouens",COMMUNITY,"Community",12,Eastman,,st-ouens,50.05028,-96.45167,CGN,,,,,"",52,251,35.4,DEFER,"no grounded population"
MB-UNP-steels-ferry,"Steels Ferry",COMMUNITY,"Unincorporated Community",07,Westman,,steels-ferry,49.69583,-99.23167,CGN,,,,,"",152,54,35.4,DEFER,"no grounded population"
MB-UNP-underhill,"Underhill",COMMUNITY,"Community",06,Westman,,underhill,49.44361,-100.38611,CGN,,,,,"",239,55,35.4,DEFER,"no grounded population"
MB-UNP-argue,"Argue",COMMUNITY,"Unincorporated Community",06,Westman,,argue,49.44750,-100.44556,CGN,,,,,"",243,57,35.3,DEFER,"no grounded population"
MB-UNP-bristol,"Bristol",COMMUNITY,"Unincorporated Community",02,Eastman,,bristol,49.47278,-96.73833,CGN,,,,,"",55,235,35.3,DEFER,"no grounded population"
MB-UNP-cherry-point,"Cherry Point",COMMUNITY,"Unincorporated Community",06,Westman,,cherry-point,49.70139,-100.72417,CGN,,,,,"",258,58,35.3,DEFER,"no grounded population"
MB-UNP-clanwilliam,"Clanwilliam",COMMUNITY,"Community",15,Westman,,clanwilliam,50.36194,-99.81472,CGN,,,,,"",198,58,35.3,DEFER,"no grounded population"
MB-UNP-fortier,"Fortier",COMMUNITY,"Community",10,Central Plains,,fortier,49.93500,-97.91611,CGN,,,,,"",56,146,35.3,DEFER,"no grounded population"
MB-UNP-friedensfeld,"Friedensfeld",COMMUNITY,"Unincorporated Community",02,Eastman,,friedensfeld,49.47333,-96.66889,CGN,,,,,"",58,240,35.3,DEFER,"no grounded population"
MB-UNP-golden-bay,"Golden Bay",COMMUNITY,"Unincorporated Community",12,Eastman,,golden-bay,50.06222,-96.38278,CGN,,,,,"",57,256,35.3,DEFER,"no grounded population"
MB-UNP-green-bay,"Green Bay",COMMUNITY,"Unincorporated Community",12,Eastman,,green-bay,50.09306,-96.42944,CGN,,,,,"",55,253,35.3,DEFER,"no grounded population"
MB-UNP-green-oak,"Green Oak",COMMUNITY,"Unincorporated Community",13,Interlake,,green-oak,50.16472,-96.45278,CGN,,,,,"",57,252,35.3,DEFER,"no grounded population"
MB-UNP-ladywood,"Ladywood",COMMUNITY,"Community",13,Interlake,,ladywood,50.17944,-96.49639,CGN,,,,,"",56,249,35.3,DEFER,"no grounded population"
MB-UNP-manhattan-beach,"Manhattan Beach",COMMUNITY,"Unincorporated Community",05,Westman,,manhattan-beach,49.38083,-99.59167,CGN,,,,,"",186,58,35.3,DEFER,"no grounded population"
MB-UNP-oak-lake-beach,"Oak Lake Beach",COMMUNITY,"Community",06,Westman,,oak-lake-beach,49.68083,-100.71278,CGN,,,,,"",258,58,35.3,DEFER,"no grounded population"
MB-UNP-parks-corner,"Parks Corner",COMMUNITY,"Unincorporated Community",15,Westman,,parks-corner,50.13806,-100.59833,CGN,,,,,"",249,56,35.3,DEFER,"no grounded population"
MB-UNP-pelican-point-beach,"Pelican Point Beach",COMMUNITY,"Community",05,Westman,,pelican-point-beach,49.37917,-99.61611,CGN,,,,,"",187,57,35.3,DEFER,"no grounded population"
MB-UNP-pleasant-point,"Pleasant Point",COMMUNITY,"Unincorporated Community",07,Westman,,pleasant-point,49.80639,-99.18500,CGN,,,,,"",147,55,35.3,DEFER,"no grounded population"
MB-UNP-poplar-park,"Poplar Park",COMMUNITY,"Unincorporated Community",13,Interlake,,poplar-park,50.31528,-96.67444,CGN,,,,,"",57,239,35.3,DEFER,"no grounded population"
MB-UNP-reaburn,"Reaburn",COMMUNITY,"Unincorporated Community",14,Interlake,,reaburn,50.08722,-97.87306,CGN,,,,,"",57,151,35.3,DEFER,"no grounded population"
MB-UNP-richer,"Richer",COMMUNITY,"Local Urban District",02,Eastman,,richer,49.65750,-96.45694,CGN,,,,,"",56,252,35.3,DEFER,"no grounded population"
MB-UNP-riverside,"Riverside",COMMUNITY,"Community",03,Pembina Valley,,riverside,49.40917,-97.41750,CGN,,,,,"",58,189,35.3,DEFER,"no grounded population"
MB-UNP-springhill,"Springhill",COMMUNITY,"Unincorporated Community",15,Westman,,springhill,50.28806,-99.58306,CGN,,,,,"",180,55,35.3,DEFER,"no grounded population"
MB-UNP-sunnyside-beach,"Sunnyside Beach",COMMUNITY,"Unincorporated Community",05,Westman,,sunnyside-beach,49.38583,-99.62250,CGN,,,,,"",188,57,35.3,DEFER,"no grounded population"
MB-4619070,"Pine Creek 66A",CSD,"Indian Reserve",19,Northern Manitoba,,pine-creek-66a,,,,700,631,238,77.9,"StatCan 98-10-0002",,,35.2,DEFER,"no verified coordinates"
MB-UNP-balmy-beach,"Balmy Beach",COMMUNITY,"Unincorporated Community",05,Westman,,balmy-beach,49.35500,-99.59000,CGN,,,,,"",187,61,35.2,DEFER,"no grounded population"
MB-UNP-belmont,"Belmont",COMMUNITY,"Local Urban District",04,Pembina Valley,,belmont,49.40944,-99.45639,CGN,,,,,"",175,60,35.2,DEFER,"no grounded population"
MB-UNP-chalet-beach,"Chalet Beach",COMMUNITY,"Unincorporated Community",13,Interlake,,chalet-beach,50.41806,-96.92361,CGN,,,,,"",60,225,35.2,DEFER,"no grounded population"
MB-UNP-croll,"Croll",COMMUNITY,"Unincorporated Community",05,Westman,,croll,49.34083,-100.17667,CGN,,,,,"",227,59,35.2,DEFER,"no grounded population"
MB-UNP-culross,"Culross",COMMUNITY,"Community",09,Central Plains,,culross,49.71417,-97.91111,CGN,,,,,"",59,147,35.2,DEFER,"no grounded population"
MB-UNP-dufrost,"Dufrost",COMMUNITY,"Community",02,Eastman,,dufrost,49.35833,-97.05167,CGN,,,,,"",60,216,35.2,DEFER,"no grounded population"
MB-UNP-erinview,"Erinview",COMMUNITY,"Unincorporated Community",14,Interlake,,erinview,50.37222,-97.48639,CGN,,,,,"",59,185,35.2,DEFER,"no grounded population"
MB-UNP-la-rochelle,"La Rochelle",COMMUNITY,"Unincorporated Community",02,Eastman,,la-rochelle,49.35556,-96.98000,CGN,,,,,"",61,221,35.2,DEFER,"no grounded population"
MB-UNP-lenore,"Lenore",COMMUNITY,"Local Urban District",06,Westman,,lenore,49.95833,-100.75167,CGN,,,,,"",259,59,35.2,DEFER,"no grounded population"
MB-UNP-matlock,"Matlock",COMMUNITY,"Unincorporated Community",13,Interlake,,matlock,50.43389,-96.96389,CGN,,,,,"",61,223,35.2,DEFER,"no grounded population"
MB-UNP-molson,"Molson",COMMUNITY,"Community",12,Eastman,,molson,50.02444,-96.30778,CGN,,,,,"",61,261,35.2,DEFER,"no grounded population"
MB-UNP-newdale,"Newdale",COMMUNITY,"Local Urban District",15,Westman,,newdale,50.35167,-100.20333,CGN,,,,,"",224,59,35.2,DEFER,"no grounded population"
MB-UNP-routledge,"Routledge",COMMUNITY,"Unincorporated Community",06,Westman,,routledge,49.79417,-100.80389,CGN,,,,,"",263,62,35.2,DEFER,"no grounded population"
MB-UNP-sans-souci,"Sans Souci",COMMUNITY,"Unincorporated Community",13,Interlake,,sans-souci,50.42722,-96.94806,CGN,,,,,"",61,223,35.2,DEFER,"no grounded population"
MB-UNP-sperling,"Sperling",COMMUNITY,"Community",03,Pembina Valley,,sperling,49.50806,-97.70472,CGN,,,,,"",59,166,35.2,DEFER,"no grounded population"
MB-UNP-st-pierre-sud,"St. Pierre Sud",COMMUNITY,"Unincorporated Community",02,Eastman,,st-pierre-sud,49.37917,-96.98417,CGN,,,,,"",58,220,35.2,DEFER,"no grounded population"
MB-UNP-ste-rita,"Ste. Rita",COMMUNITY,"Community",12,Eastman,,ste-rita,49.88000,-96.29556,CGN,,,,,"",60,262,35.2,DEFER,"no grounded population"
MB-4623067,"Lac Brochet 197A",CSD,"Indian Reserve",23,Northern Manitoba,,lac-brochet-197a,,,,641,728,194,4.49,"StatCan 98-10-0002",,,35.1,DEFER,"no verified coordinates"
MB-UNP-brokenhead-reserve,"Brokenhead Reserve",COMMUNITY,"Community",13,Interlake,,brokenhead-reserve,50.37222,-96.62500,CGN,,,,,"",64,244,35.1,DEFER,"no grounded population"
MB-UNP-chumah,"Chumah",COMMUNITY,"Unincorporated Community",15,Westman,,chumah,50.16806,-100.69361,CGN,,,,,"",256,64,35.1,DEFER,"no grounded population"
MB-UNP-crocus,"Crocus",COMMUNITY,"Unincorporated Community",15,Westman,,crocus,50.41750,-99.85278,CGN,,,,,"",202,64,35.1,DEFER,"no grounded population"
MB-UNP-dencross,"Dencross",COMMUNITY,"Unincorporated Community",13,Interlake,,dencross,50.26639,-96.48972,CGN,,,,,"",62,251,35.1,DEFER,"no grounded population"
MB-UNP-edrans,"Edrans",COMMUNITY,"Community",07,Westman,,edrans,50.05250,-99.13750,CGN,,,,,"",144,62,35.1,DEFER,"no grounded population"
MB-UNP-emblem,"Emblem",COMMUNITY,"Unincorporated Community",06,Westman,,emblem,49.44278,-100.58111,CGN,,,,,"",253,64,35.1,DEFER,"no grounded population"
MB-UNP-firdale,"Firdale",COMMUNITY,"Community",08,Central Plains,,firdale,49.98222,-99.10972,CGN,,,,,"",141,62,35.1,DEFER,"no grounded population"
MB-UNP-glossop,"Glossop",COMMUNITY,"Unincorporated Community",15,Westman,,glossop,50.38000,-100.29889,CGN,,,,,"",232,64,35.1,DEFER,"no grounded population"
MB-UNP-hazel,"Hazel",COMMUNITY,"Unincorporated Community",01,Eastman,,hazel,49.87861,-96.24722,CGN,,,,,"",64,265,35.1,DEFER,"no grounded population"
MB-UNP-lobbville,"Lobbville",COMMUNITY,"Unincorporated Community",15,Westman,,lobbville,50.12500,-99.19167,CGN,,,,,"",149,62,35.1,DEFER,"no grounded population"
MB-UNP-mcconnell,"McConnell",COMMUNITY,"Community",15,Westman,,mcconnell,50.26833,-100.52861,CGN,,,,,"",245,62,35.1,DEFER,"no grounded population"
MB-UNP-melnice,"Melnice",COMMUNITY,"Unincorporated Community",13,Interlake,,melnice,50.44667,-97.04306,CGN,,,,,"",62,218,35.1,DEFER,"no grounded population"
MB-UNP-norris-lake,"Norris Lake",COMMUNITY,"Unincorporated Community",14,Interlake,,norris-lake,50.44833,-97.39611,CGN,,,,,"",64,194,35.1,DEFER,"no grounded population"
MB-UNP-oakville,"Oakville",COMMUNITY,"Local Urban District",09,Central Plains,,oakville,49.92944,-98.00389,CGN,,,,,"",62,140,35.1,DEFER,"no grounded population"
MB-UNP-pleasant-home,"Pleasant Home",COMMUNITY,"Unincorporated Community",14,Interlake,,pleasant-home,50.46556,-97.15917,CGN,,,,,"",63,210,35.1,DEFER,"no grounded population"
MB-UNP-polonia,"Polonia",COMMUNITY,"Community",15,Westman,,polonia,50.38889,-99.62000,CGN,,,,,"",185,65,35.1,DEFER,"no grounded population"
MB-UNP-pope,"Pope",COMMUNITY,"Community",15,Westman,,pope,50.11361,-100.72722,CGN,,,,,"",258,63,35.1,DEFER,"no grounded population"
MB-UNP-poplar-point,"Poplar Point",COMMUNITY,"Community",14,Interlake,,poplar-point,50.05694,-97.97667,CGN,,,,,"",63,143,35.1,DEFER,"no grounded population"
MB-UNP-regent,"Regent",COMMUNITY,"Community",06,Westman,,regent,49.34083,-100.31194,CGN,,,,,"",237,62,35.1,DEFER,"no grounded population"
MB-UNP-sarto,"Sarto",COMMUNITY,"Community",02,Eastman,,sarto,49.39972,-96.74361,CGN,,,,,"",62,236,35.1,DEFER,"no grounded population"
MB-UNP-scanterbury,"Scanterbury",COMMUNITY,"Unincorporated Community",13,Interlake,,scanterbury,50.37222,-96.62500,CGN,,,,,"",64,244,35.1,DEFER,"no grounded population"
MB-UNP-seddons-corner,"Seddons Corner",COMMUNITY,"Community",12,Eastman,,seddons-corner,50.06194,-96.29083,CGN,,,,,"",63,263,35.1,DEFER,"no grounded population"
MB-UNP-sidney,"Sidney",COMMUNITY,"Community",08,Central Plains,,sidney,49.90000,-99.07889,CGN,,,,,"",139,63,35.1,DEFER,"no grounded population"
MB-UNP-ste-elizabeth,"Ste. Elizabeth",COMMUNITY,"Community",03,Pembina Valley,,ste-elizabeth,49.34000,-97.18778,CGN,,,,,"",62,207,35.1,DEFER,"no grounded population"
MB-UNP-strathcona-park,"Strathcona Park",COMMUNITY,"Unincorporated Community",05,Westman,,strathcona-park,49.33611,-99.53861,CGN,,,,,"",184,64,35.1,DEFER,"no grounded population"
MB-UNP-whytewold,"Whytewold",COMMUNITY,"Unincorporated Community",13,Interlake,,whytewold,50.45139,-96.95389,CGN,,,,,"",63,224,35.1,DEFER,"no grounded population"
MB-UNP-allegra,"Allegra",COMMUNITY,"Unincorporated Community",13,Interlake,,allegra,50.20889,-96.36000,CGN,,,,,"",66,260,35,DEFER,"no grounded population"
MB-UNP-arden,"Arden",COMMUNITY,"Local Urban District",15,Westman,,arden,50.27722,-99.26972,CGN,,,,,"",158,68,35,DEFER,"no grounded population"
MB-UNP-arizona,"Arizona",COMMUNITY,"Unincorporated Community",08,Central Plains,,arizona,49.82833,-99.02778,CGN,,,,,"",136,66,35,DEFER,"no grounded population"
MB-UNP-assiniboine-gardens,"Assiniboine Gardens",NEIGHBORHOOD,"Neighborhood",07,Westman,brandon,assiniboine-gardens,49.85222,-99.95056,CGN,,,,,"",202,0,35,DEFER,"no grounded population"
MB-UNP-barkfield,"Barkfield",COMMUNITY,"Community",02,Eastman,,barkfield,49.33278,-96.80444,CGN,,,,,"",67,234,35,DEFER,"no grounded population"
MB-UNP-centennial,"Centennial",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,winnipeg,centennial,49.90500,-97.15472,CGN,,,,,"",2,200,35,DEFER,"no grounded population"
MB-UNP-downtown,"Downtown",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,winnipeg,downtown,49.89111,-97.13972,CGN,,,,,"",0,201,35,DEFER,"no grounded population"
MB-UNP-eden,"Eden",COMMUNITY,"Community",15,Westman,,eden,50.37639,-99.46944,CGN,,,,,"",175,68,35,DEFER,"no grounded population"
MB-UNP-elm-creek,"Elm Creek",COMMUNITY,"Local Urban District",09,Central Plains,,elm-creek,49.67556,-97.99250,CGN,,,,,"",66,142,35,DEFER,"no grounded population"
MB-UNP-findlay,"Findlay",COMMUNITY,"Unincorporated Community",06,Westman,,findlay,49.56806,-100.75750,CGN,,,,,"",263,66,35,DEFER,"no grounded population"
MB-UNP-grande-clairiere,"Grande-Clairière",COMMUNITY,"Unincorporated Community",06,Westman,,grande-clairiere,49.50500,-100.70306,CGN,,,,,"",260,66,35,DEFER,"no grounded population"
MB-UNP-greenwald,"Greenwald",COMMUNITY,"Unincorporated Community",13,Interlake,,greenwald,50.31139,-96.47944,CGN,,,,,"",66,253,35,DEFER,"no grounded population"
MB-UNP-grund,"Grund",COMMUNITY,"Unincorporated Community",04,Pembina Valley,,grund,49.45917,-99.26750,CGN,,,,,"",161,65,35,DEFER,"no grounded population"
MB-UNP-harperville,"Harperville",COMMUNITY,"Unincorporated Community",18,Interlake,,harperville,50.40417,-97.67083,CGN,,,,,"",68,174,35,DEFER,"no grounded population"
MB-UNP-helston,"Helston",COMMUNITY,"Community",15,Westman,,helston,50.13028,-99.10889,CGN,,,,,"",143,68,35,DEFER,"no grounded population"
MB-UNP-homewood,"Homewood",COMMUNITY,"Community",03,Pembina Valley,,homewood,49.50861,-97.86417,CGN,,,,,"",68,155,35,DEFER,"no grounded population"
MB-UNP-lake-francis,"Lake Francis",COMMUNITY,"Community",18,Interlake,,lake-francis,50.30083,-97.80611,CGN,,,,,"",66,161,35,DEFER,"no grounded population"
MB-UNP-larkhall,"Larkhall",COMMUNITY,"Unincorporated Community",01,Eastman,,larkhall,49.78111,-96.20528,CGN,,,,,"",68,269,35,DEFER,"no grounded population"
MB-UNP-lord-selkirk-park,"Lord Selkirk Park",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,winnipeg,lord-selkirk-park,49.91000,-97.13806,CGN,,,,,"",2,202,35,DEFER,"no grounded population"
MB-UNP-lowe-farm,"Lowe Farm",COMMUNITY,"Community",03,Pembina Valley,,lowe-farm,49.35472,-97.58889,CGN,,,,,"",68,179,35,DEFER,"no grounded population"
MB-UNP-newton,"Newton",COMMUNITY,"Community",09,Central Plains,,newton,49.92750,-98.07806,CGN,,,,,"",67,134,35,DEFER,"no grounded population"
MB-UNP-north-st-boniface,"North St. Boniface",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,winnipeg,north-st-boniface,49.89722,-97.11778,CGN,,,,,"",1,203,35,DEFER,"no grounded population"
MB-UNP-ozerna,"Ozerna",COMMUNITY,"Unincorporated Community",15,Westman,,ozerna,50.43083,-100.09278,CGN,,,,,"",219,66,35,DEFER,"no grounded population"
MB-UNP-ponemah,"Ponemah",COMMUNITY,"Unincorporated Community",13,Interlake,,ponemah,50.46917,-96.95694,CGN,,,,,"",65,224,35,DEFER,"no grounded population"
MB-UNP-rolling-river,"Rolling River",COMMUNITY,"Community",15,Westman,,rolling-river,50.45556,-99.98611,CGN,,,,,"",212,68,35,DEFER,"no grounded population"
MB-UNP-smiths,"Smiths",COMMUNITY,"Unincorporated Community",03,Pembina Valley,,smiths,49.35389,-97.50167,CGN,,,,,"",66,185,35,DEFER,"no grounded population"
MB-UNP-south-point-douglas,"South Point Douglas",NEIGHBORHOOD,"Neighborhood",11,Winnipeg Metro,winnipeg,south-point-douglas,49.90278,-97.12306,CGN,,,,,"",1,203,35,DEFER,"no grounded population"
MB-UNP-trentham,"Trentham",COMMUNITY,"Unincorporated Community",02,Eastman,,trentham,49.38889,-96.66750,CGN,,,,,"",66,242,35,DEFER,"no grounded population"
MB-UNP-wingham,"Wingham",COMMUNITY,"Unincorporated Community",09,Central Plains,,wingham,49.76944,-98.05139,CGN,,,,,"",67,137,35,DEFER,"no grounded population"
MB-UNP-worby,"Worby",COMMUNITY,"Unincorporated Community",08,Central Plains,,worby,49.81333,-99.02944,CGN,,,,,"",136,66,35,DEFER,"no grounded population"
